출1:1 야곱과함께각각자기가족을데리고애굽에이른이스라엘아들들의이름은이러하니
출36:15 각폭의길이는서른규빗,너비는네규빗으로열한폭의장단을같게하여
출36:16 그휘장다섯폭을서로연결하며또여섯폭을서로연결하고
출36:17 휘장을연결할끝폭가에고리쉰개를달며다른연결할끝폭가에도고리쉰개를달고
출36:18 놋갈고리쉰개를만들어그휘장을연결하여한막이되게하고
출36:19 붉은물들인숫양의가죽으로막의덮개를만들고해달의가죽으로그윗덮개를만들었더라
출36:20 그가또조각목으로성막에세울널판들을만들었으니
출36:21 각판의길이는열규빗,너비는한규빗반이며
출36:22 각판에두촉이있어서로연결하게하였으니성막의모든판이그러하며
출36:23 성막을위하여널판을만들었으되남으로는남쪽에널판이스무개라
출36:24 그스무개널판밑에은받침마흔개를만들었으되곧이널판밑에도두받침이그두촉을받게하였고저널판밑에도두받침이그두촉을받게하였으며
출36:25 성막다른쪽곧북쪽을위하여도널판스무개를만들고
출36:26 또은받침마흔개를만들었으니곧이판밑에도받침이둘이요저판밑에도받침이둘이며
출36:27 장막뒤곧서쪽을위하여는널판여섯개를만들었고
출36:28 장막뒤두모퉁이편을위하여는널판두개를만들되
출36:29 아래에서부터위까지각기두겹두께로하여윗고리에이르게하고두모퉁이쪽을다그리하며
출36:30 그널판은여덟개요그받침은은받침열여섯개라각널판밑에두개씩이었더라
출36:31 그가또조각목으로띠를만들었으니곧성막이쪽널판을위하여다섯개요
출36:32 성막저쪽널판을위하여다섯개요성막뒤곧서쪽널판을위하여다섯개며
출36:33 그중간띠를만들되널판중간이끝에서저끝에미치게하였으며
출36:34 그널판들을금으로싸고그널판에띠를꿸금고리를만들고그띠도금으로쌌더라
출36:35 그가또청색자색홍색실과가늘게꼰베실로휘장을짜고그위에그룹들을정교하게수놓고
출36:36 조각목으로네기둥을만들어금으로쌌으며그갈고리는금으로기둥의네받침은은으로부어만들었으며
출36:37 청색자색홍색실과가늘게꼰베실로수놓아장막문을위하여휘장을만들고
출36:38 휘장문의기둥다섯과그갈고리를만들고기둥머리와그가름대를금으로쌌으며그다섯받침은놋이었더라
출37:1 브살렐이조각목으로궤를만들었으니길이가두규빗반,너비가한규빗반,높이가한규빗반이며
출37:2 순금으로안팎을싸고위쪽가장자리로돌아가며금테를만들었으며
출37:3 금고리넷을부어만들어네발에달았으니곧이쪽에두고리요저쪽에두고리이며
출37:4 조각목으로채를만들어금으로싸고
출37:5 그채를궤양쪽고리에꿰어궤를메게하였으며
출37:6 순금으로속죄소를만들었으니길이가두규빗반,너비가한규빗반이며
출37:7 금으로그룹둘을속죄소양쪽에쳐서만들었으되
출37:8 한그룹은이쪽끝에,한그룹은저쪽끝에곧속죄소와한덩이로그양쪽에만들었으니
출37:9 그룹들이그날개를높이펴서그날개로속죄소를덮었으며그얼굴은서로대하여속죄소를향하였더라
출37:10 그가또조각목으로상을만들었으니길이가두규빗,너비가한규빗,높이가한규빗반이며
출37:11 순금으로싸고위쪽가장자리로돌아가며금테를둘렀으며
출37:12 그주위에손바닥넓이만한턱을만들고그턱주위에금으로테를만들었고
출37:13 상을위하여금고리넷을부어만들어네발위,네모퉁이에달았으니
출37:14 그고리가턱곁에있어서상을메는채를꿰게하였으며
출37:15 또조각목으로상멜채를만들어금으로쌌으며
출37:16 상위의기구곧대접과숟가락과잔과따르는병을순금으로만들었더라
출37:17 그가또순금으로등잔대를만들되그것을쳐서만들었으니그밑판과줄기와잔과꽃받침과꽃이그것과한덩이로되었고
출37:18 가지여섯이그곁에서나왔으니곧등잔대의세가지는저쪽으로나왔고등잔대의세가지는이쪽으로나왔으며
출37:19 이쪽가지에살구꽃형상의잔셋과꽃받침과꽃이있고저쪽가지에살구꽃형상의잔셋과꽃받침과꽃이있어등잔대에서나온가지여섯이그러하며
출37:20 등잔대줄기에는살구꽃형상의잔넷과꽃받침과꽃이있고
출37:21 등잔대에서나온가지여섯을위하여는꽃받침이있게하였으되두가지아래에한꽃받침이있어줄기와연결하였고또두가지아래에한꽃받침이있어줄기와연결하였고또다시두가지아래에한꽃받침이있어줄기와연결되게하였으니
출37:22 이꽃받침과가지들을줄기와연결하여전부를순금으로쳐서만들었으며
출37:23 등잔일곱과그불집게와불똥그릇을순금으로만들었으니
출37:24 등잔대와그모든기구는순금한달란트로만들었더라
출37:25 그가또조각목으로분향할제단을만들었으니길이는한규빗이요너비도한규빗이라네모가반듯하고높이는두규빗이며그뿔들이제단과연결되었으며
출37:26 제단상면과전후좌우면과그뿔을순금으로싸고주위에금테를둘렀고
출37:27 그테아래양쪽에금고리둘을만들었으되곧그양쪽에만들어제단을메는채를꿰게하였으며
출37:28 조각목으로그채를만들어금으로쌌으며
출37:29 거룩한관유와향품으로정결한향을만들었으되향을만드는법대로하였더라
출38:1 그가또조각목으로번제단을만들었으니길이는다섯규빗이요너비도다섯규빗이라네모가반듯하고높이는세규빗이며
출38:2 그네모퉁이위에그뿔을만들되그뿔을제단과연결하게하고제단을놋으로쌌으며
출38:3 제단의모든기구곧통과부삽과대야와고기갈고리와불옮기는그릇을다놋으로만들고
출38:4 제단을위하여놋그물을만들어제단주위가장자리아래에두되제단절반에오르게하고
출38:5 그놋그물네모퉁이에채를꿸고리넷을부어만들었으며
출38:6 채를조각목으로만들어놋으로싸고
출38:7 제단양쪽고리에그채를꿰어메게하였으며제단은널판으로속이비게만들었더라
출38:8 그가놋으로물두멍을만들고그받침도놋으로하였으니곧회막문에서수종드는여인들의거울로만들었더라
출38:9 그가또뜰을만들었으니남으로뜰의남쪽에는세마포포장이백규빗이라
출38:10 그기둥이스물이며그받침이스물이니놋이요기둥의갈고리와가름대는은이며
출38:11 그북쪽에도백규빗이라그기둥이스물이며그받침이스물이니놋이요기둥의갈고리와가름대는은이며
출38:12 주위에포장은쉰규빗이라그기둥이열이요받침이열이며기둥의갈고리와가름대는은이며
출38:13 동으로동쪽에도쉰규빗이라
출38:14 문이쪽의포장이열다섯규빗이요그기둥이셋이요받침이셋이며
출38:15 문저쪽도그와같으니뜰문이쪽,저쪽의포장이열다섯규빗씩이요그기둥이셋씩,받침이셋씩이라
출38:16 뜰주위의포장은세마포요
출38:17 기둥받침은놋이요기둥의갈고리와가름대는은이요기둥머리싸개는은이며뜰의모든기둥에은가름대를꿰었으며
출38:18 뜰의휘장문을청색자색홍색실과가늘게꼰베실로수놓아짰으니길이는스무규빗이요너비와높이는뜰의포장과같이다섯규빗이며
출38:19 그기둥은넷인데그받침넷은놋이요그갈고리는은이요그머리싸개와가름대도은이며
출38:20 성막말뚝과뜰주위의말뚝은모두놋이더라
출38:21 성막곧증거막을위하여레위사람이쓴재료의물목은제사장아론의아들이다말이모세의명령대로계산하였으며
출38:22 유다지파훌의손자요우리의아들인브살렐은여호와께서모세에게명령하신모든것을만들었고
출38:23 단지파아히사막의아들오홀리압이그와함께하였으니오홀리압은재능이있어서조각하며또청색자색홍색실과가는베실로수놓은자더라
출38:24 성소건축비용으로들인금은성소의세겔로스물아홉달란트와칠백삼십세겔이며
출38:25 계수된회중이드린은은성소의세겔로백달란트와천칠백칠십오세겔이니
출38:26 계수된자가이십세이상으로육십만삼천오백오십명인즉성소의세겔로각사람에게은한베가곧반세겔씩이라
출38:27 은백달란트로성소의받침과휘장문의기둥받침을모두백개를부어만들었으니각받침마다한달란트씩모두백달란트요
출38:28 천칠백칠십오세겔로기둥갈고리를만들고기둥머리를싸고기둥가름대를만들었으며
출38:29 드린놋은칠십달란트와이천사백세겔이라
출38:30 이것으로회막문기둥받침과놋제단과놋그물과제단의모든기구를만들었으며
출38:31 뜰주위의기둥받침과그휘장문의기둥받침이며성막의모든말뚝과뜰주위의모든말뚝을만들었더라
출39:1 그들은여호와께서모세에게명령하신대로청색자색홍색실로성소에서섬길때입을정교한옷을만들고또아론을위해거룩한옷을만들었더라
출39:2 그는또금실과청색자색홍색실과가늘게꼰베실로에봇을만들었으되
출39:3 금을얇게쳐서오려서실을만들어청색자색홍색실과가는베실에섞어정교하게짜고
출39:4 에봇에는어깨받이를만들어그두끝에달아서로연결되게하고
출39:5 에봇위에에봇을매는띠를에봇과같은모양으로금실과청색자색홍색실과가늘게꼰베실로에봇에붙여짰으니여호와께서모세에게명령하신대로하였더라
출39:6 그들은또호마노를깎아금테에물려도장을새김같이이스라엘의아들들의이름을그것에새겨
출39:7 에봇어깨받이에달아이스라엘의아들들을기념하는보석을삼았으니여호와께서모세에게명령하신대로하였더라
출39:8 그가또흉패를정교하게짜되에봇과같은모양으로금실과청색자색홍색실과가늘게꼰베실로하였으니
출39:9 그것의길이가한뼘,너비가한뼘으로네모가반듯하고두겹이며
출39:10 그것에네줄보석을물렸으니곧홍보석황옥녹주옥이첫줄이요
출39:11 둘째줄은석류석남보석홍마노요
출39:12 셋째줄은호박백마노자수정이요
출39:13 넷째줄은녹보석호마노벽옥이라다금테에물렸으니
출39:14 이보석들은이스라엘의아들들의이름곧그들의이름대로열둘이라도장을새김같이그열두지파의각이름을새겼으며
출39:15 그들이또순금으로노끈처럼사슬을땋아흉패에붙이고
출39:16 또금테둘과금고리둘을만들어그두고리를흉패두끝에달고
출39:17 그땋은두금사슬을흉패끝두고리에꿰매었으며
출39:18 그땋은두사슬의다른두끝을에봇앞두어깨받이의금테에매고
출39:19 또금고리둘을만들어흉패두끝에달았으니곧그에봇을마주한안쪽가장자리에달았으며
출39:20 또금고리둘을만들어에봇앞두어깨받이아래매는자리가까운쪽곧정교하게짠에봇띠위쪽에달고
출39:21 청색끈으로흉패고리와에봇고리에꿰어흉패로정교하게짠에봇띠위에붙여서에봇에서벗어지지않게하였으니여호와께서모세에게명령하신대로하였더라
출39:22 그가에봇받침긴옷을전부청색으로짜서만들되
출39:23 그옷의두어깨사이에구멍을내고갑옷깃같이그구멍주위에깃을짜서찢어지지않게하고
출39:24 청색자색홍색실과가는베실로그옷가장자리에석류를수놓고
출39:25 순금으로방울을만들어그옷가장자리로돌아가며석류사이사이에달되
출39:26 방울과석류를서로간격을두고번갈아그옷가장자리로돌아가며달았으니여호와께서모세에게명령하신대로하였더라
출39:27 그들이또직조한가는베로아론과그의아들들을위하여속옷을짓고
출39:28 세마포로두건을짓고세마포로빛난관을만들고가는베실로짜서세마포속바지들을만들고
출39:29 가는베실과청색자색홍색실로수놓아띠를만들었으니여호와께서모세에게명령하신대로하였더라
출39:30 그들이또순금으로거룩한패를만들고도장을새김같이그위에'여호와께성결'이라새기고
출39:31 그패를청색끈으로관전면에달았으니여호와께서모세에게명령하신대로하였더라
출39:32 이스라엘자손이이와같이성막곧회막의모든역사를마치되여호와께서모세에게명령하신대로다행하고
출39:33 그들이성막을모세에게로가져왔으니곧막과그모든기구와그갈고리들과그널판들과그띠들과그기둥들과그받침들과
출39:34 붉은물을들인숫양의가죽덮개와해달의가죽덮개와가리는휘장과
출39:35 증거궤와그채들과속죄소와
출39:36 상과그모든기구와진설병과
출39:37 순금등잔대와그잔곧벌여놓는등잔대와그모든기구와등유와
출39:38 금제단과관유와향기로운향과장막휘장문과
출39:39 놋제단과그놋그물과그채들과그모든기구와물두멍과그받침과
출39:40 뜰의포장들과그기둥들과그받침들과뜰문의휘장과그줄들과그말뚝들과성막곧회막에서사용할모든기구와
출39:41 성소에서섬기기위한정교한옷곧제사직분을행할때에입는제사장아론의거룩한옷과그의아들들의옷이라
출39:42 여호와께서모세에게명령하신대로이스라엘자손이모든역사를마치매
출39:43 모세가그마친모든것을본즉여호와께서명령하신대로되었으므로모세가그들에게축복하였더라
출40:1 여호와께서모세에게말씀하여이르시되
출40:2 너는첫째달초하루에성막곧회막을세우고
출40:3 또증거궤를들여놓고또휘장으로그궤를가리고
출40:4 또상을들여놓고그위에물품을진설하고등잔대를들여놓아불을켜고
출40:5 또금향단을증거궤앞에두고성막문에휘장을달고
출40:6 또번제단을회막의성막문앞에놓고
출40:7 또물두멍을회막과제단사이에놓고그속에물을담고
출40:8 또뜰주위에포장을치고뜰문에휘장을달고
출40:9 또관유를가져다가성막과그안에있는모든것에발라그것과그모든기구를거룩하게하라그것이거룩하리라
출40:10 너는또번제단과그모든기구에발라그안을거룩하게하라그제단이지극히거룩하리라
출40:11 너는또물두멍과그받침에발라거룩하게하고
출40:12 너는또아론과그아들들을회막문으로데려다가물로씻기고
출40:13 아론에게거룩한옷을입히고그에게기름을부어거룩하게하여그가내게제사장의직분을행하게하라
출40:14 너는또그아들들을데려다가그들에게겉옷을입히고
출40:15 그아버지에게기름을부음같이그들에게도부어서그들이내게제사장의직분을행하게하라그들이기름부음을받았은즉대대로영영히제사장이되리라하시매
출40:16 모세가그같이행하되곧여호와께서자기에게명령하신대로다행하였더라
출40:17 둘째해첫째달곧그달초하루에성막을세우니라
출40:18 모세가성막을세우되그받침들을놓고그널판들을세우고그띠를띠우고그기둥들을세우고
출40:19 또성막위에막을펴고그위에덮개를덮으니여호와께서모세에게명령하신대로되니라
출40:20 그는또증거판을궤속에넣고채를궤에꿰고속죄소를궤위에두고
출40:21 또그궤를성막에들여놓고가리개휘장을늘어뜨려그증거궤를가리니여호와께서모세에게명령하신대로되니라
출40:22 그는또회막안곧성막북쪽으로휘장밖에상을놓고
출40:23 또여호와앞그상위에떡을진설하니여호와께서모세에게명령하신대로되니라
출40:24 그는또회막안곧성막남쪽에등잔대를놓아상과마주하게하고
출40:25 또여호와앞에등잔대에불을켜니여호와께서모세에게명령하신대로되니라
출40:26 그가또금향단을회막안휘장앞에두고
출40:27 그위에향기로운향을사르니여호와께서모세에게명령하신대로되니라
출40:28 그는또성막문에휘장을달고
출40:29 또회막의성막문앞에번제단을두고번제와소제를그위에드리니여호와께서모세에게명령하신대로되니라
출40:30 그는또물두멍을회막과제단사이에두고거기씻을물을담으니라
출40:31 모세와아론과그아들들이거기서수족을씻되
출40:32 그들이회막에들어갈때와제단에가까이갈때에씻었으니여호와께서모세에게명령하신대로되니라
출40:33 그는또성막과제단주위뜰에포장을치고뜰문에휘장을다니라모세가이같이역사를마치니
출40:34 구름이회막에덮이고여호와의영광이성막에충만하매
출40:35 모세가회막에들어갈수없었으니이는구름이회막위에덮이고여호와의영광이성막에충만함이었으며
출40:36 구름이성막위에서떠오를때에는이스라엘자손이그모든행진하는길에앞으로나아갔고
출40:37 구름이떠오르지않을때에는떠오르는날까지나아가지아니하였으며
출40:38 낮에는여호와의구름이성막위에있고밤에는불이그구름가운데에있음을이스라엘의온족속이그모든행진하는길에서그들의눈으로보았더라
